"Drug"	"CID"	"ATC"	"miRNA"	"Gene"
"etoposide"	"CID100003310"	"L01"	"miR-374a"	"PTEN"
"etoposide"	"CID100003310"	"L01"	"let-7a"	"ERCC4"
"etoposide"	"CID100003310"	"L01"	"miR-302c"	"FOXO3"
"etoposide"	"CID100003310"	"L01"	"miR-222"	"ABCB1"
"etoposide"	"CID100003310"	"L01"	"miR-96"	"BCL2"
"etoposide"	"CID100003310"	"L01"	"miR-200b"	"BCL2"
"etoposide"	"CID100003310"	"L01"	"miR-520c-3p"	"VDR"
"etoposide"	"CID100003310"	"L01"	"miR-1271"	"ELMO1"
"etoposide"	"CID100003310"	"L01"	"miR-133b"	"ELMO1"
"etoposide"	"CID100003310"	"L01"	"miR-92b"	"PTEN"
"etoposide"	"CID100003310"	"L01"	"miR-223"	"FOXO3"
"etoposide"	"CID100003310"	"L01"	"miR-197"	"FOXO3"
"etoposide"	"CID100003310"	"L01"	"let-7b"	"ERCC4"
"etoposide"	"CID100003310"	"L01"	"miR-25"	"PTEN"
"etoposide"	"CID100003310"	"L01"	"let-7d"	"ERCC4"
"etoposide"	"CID100003310"	"L01"	"miR-30a"	"ELMO1"
"etoposide"	"CID100003310"	"L01"	"miR-520e"	"VDR"
"etoposide"	"CID100003310"	"L01"	"miR-96"	"ELMO1"
"etoposide"	"CID100003310"	"L01"	"miR-30c"	"ELMO1"
"etoposide"	"CID100003310"	"L01"	"miR-211"	"BCL2"
"etoposide"	"CID100003310"	"L01"	"miR-107"	"HIF1A"
"etoposide"	"CID100003310"	"L01"	"miR-372"	"FOXO3"
"etoposide"	"CID100003310"	"L01"	"let-7e"	"ERCC4"
"etoposide"	"CID100003310"	"L01"	"miR-24"	"BCL2"
"etoposide"	"CID100003310"	"L01"	"miR-98"	"ERCC4"
"etoposide"	"CID100003310"	"L01"	"miR-122"	"FOXO3"
"etoposide"	"CID100003310"	"L01"	"miR-302c"	"NPM1"
"etoposide"	"CID100003310"	"L01"	"miR-519c-3p"	"ABCG2"
"etoposide"	"CID100003310"	"L01"	"miR-519c-3p"	"HIF1A"
"etoposide"	"CID100003310"	"L01"	"miR-133a"	"ELMO1"
"etoposide"	"CID100003310"	"L01"	"miR-520h"	"ABCG2"
"etoposide"	"CID100003310"	"L01"	"miR-92a"	"PTEN"
"etoposide"	"CID100003310"	"L01"	"miR-30d"	"ELMO1"
"felodipine"	"CID100003333"	"C08"	"miR-200c"	"ABCB1"
"felodipine"	"CID100003333"	"C08"	"miR-331-5p"	"ABCB1"
"felodipine"	"CID100003333"	"C08"	"miR-92b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-1271"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-32"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-448"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-221"	"ABCB1"
"felodipine"	"CID100003333"	"C08"	"miR-222"	"ABCB1"
"felodipine"	"CID100003333"	"C08"	"miR-19a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-148a"	"NR1I2"
"felodipine"	"CID100003333"	"C08"	"miR-27a"	"ABCB1"
"felodipine"	"CID100003333"	"C08"	"miR-300"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-92a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-455-5p"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-320a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-494"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-421"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-129-5p"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-504"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-429"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-25"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-200b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-365"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-103"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-155"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-342-3p"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-367"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-30a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-30c"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-133a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-137"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-153"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-19b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-149"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-363"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-30b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-451"	"ABCB1"
"felodipine"	"CID100003333"	"C08"	"miR-30d"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-107"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-33b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-381"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-200c"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-26b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-320d"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-33a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-140-5p"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-320b"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-30e"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-1297"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-320c"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-96"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-377"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-26a"	"CACNA1C"
"felodipine"	"CID100003333"	"C08"	"miR-143"	"CACNA1C"
"fenofibrate"	"CID100003339"	"C10"	"miR-376c"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-144"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-106a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-136"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-199a-5p"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-200b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-148a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-30d"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-33a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-205"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-429"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-200c"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-139-5p"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-374a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-211"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-18a"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-152"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-520d-3p"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-1271"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-96"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-372"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-23a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-374b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-204"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-20a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-30b"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"let-7g"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-130b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"let-7a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-20b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-148b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-206"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-199b-5p"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-1"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-340"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-300"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-15a"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-101"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-590-3p"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-30a"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-520a-3p"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-539"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-106a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-613"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-125b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-216a"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-130a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-376c"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-381"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-219-5p"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-128"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-758"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-30c"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-18b"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-141"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-9"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-141"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-137"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-182"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-424"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-363"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-497"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-10b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-125b"	"SCARB1"
"fenofibrate"	"CID100003339"	"C10"	"miR-29a"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-224"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-485-5p"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-19b"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-520c-3p"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-19a"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-128"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-106b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-16"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-20b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-148a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"let-7i"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-25"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-145"	"SCARB1"
"fenofibrate"	"CID100003339"	"C10"	"miR-181b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-431"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-377"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-19a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-335"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-132"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-324-5p"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-424"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-214"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-200b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-505"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-302e"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-590-5p"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"let-7c"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-494"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-200a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-185"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-520b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-144"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-181c"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-519d"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-429"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-195"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-497"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-32"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-17"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-27a"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-30e"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-181a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-367"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-183"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-212"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-302d"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-10b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-200a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-129-5p"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-20a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-92b"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-302c"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-23b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-181d"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-98"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-301a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-302c"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-302e"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-488"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-23a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-15b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-200c"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-320d"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-30c"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-372"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-15b"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-106b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-384"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-519d"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-373"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-10a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-33b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-302b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-1297"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-22"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-124"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-148b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-23b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-520b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-590-3p"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-539"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-93"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-183"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-27b"	"CYP3A4"
"fenofibrate"	"CID100003339"	"C10"	"miR-17"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-300"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-488"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-30a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-373"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-520e"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-506"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-27b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-125a-5p"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-21"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-223"	"SCARB1"
"fenofibrate"	"CID100003339"	"C10"	"miR-520e"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-140-5p"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-15a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-26b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-9"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-92a"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-143"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-520a-3p"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-27a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-124"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-7"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-216b"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-29b"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-125a-5p"	"SCARB1"
"fenofibrate"	"CID100003339"	"C10"	"miR-301b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-302a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-181d"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-539"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-214"	"ACOX1"
"fenofibrate"	"CID100003339"	"C10"	"miR-93"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-27b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"let-7d"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-381"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-302a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"let-7b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-320a"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-27a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-16"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-30d"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-24"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-520d-3p"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-19b"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-145"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-19a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-181c"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-155"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-9"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-520c-3p"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-152"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-320b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-454"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-19b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-30b"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-202"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-320c"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-506"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-27b"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-101"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"let-7f"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"miR-302b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-1271"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-29c"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-144"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-195"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-33a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-33b"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-181a"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-96"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-181b"	"KIAA0999"
"fenofibrate"	"CID100003339"	"C10"	"miR-26a"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-590-3p"	"LPL"
"fenofibrate"	"CID100003339"	"C10"	"miR-30e"	"ESRRG"
"fenofibrate"	"CID100003339"	"C10"	"miR-302d"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-340"	"ABCA1"
"fenofibrate"	"CID100003339"	"C10"	"miR-10a"	"PPARA"
"fenofibrate"	"CID100003339"	"C10"	"let-7e"	"PPARA"
"fenoprofen"	"CID100003342"	"M01"	"miR-29a"	"SLC5A8"
"fenoprofen"	"CID100003342"	"M01"	"miR-29b"	"SLC5A8"
"fenoprofen"	"CID100003342"	"M01"	"miR-29c"	"SLC5A8"
"fentanyl"	"CID100003345"	"N01"	"miR-200c"	"ABCB1"
"fentanyl"	"CID100003345"	"N01"	"miR-27a"	"ABCB1"
"fentanyl"	"CID100003345"	"N01"	"miR-451"	"ABCB1"
"fentanyl"	"CID100003345"	"N01"	"miR-331-5p"	"ABCB1"
"fentanyl"	"CID100003345"	"N01"	"miR-222"	"ABCB1"
"fentanyl"	"CID100003345"	"N01"	"miR-27b"	"CYP3A4"
"fentanyl"	"CID100003345"	"N01"	"miR-221"	"ABCB1"
"fentanyl"	"CID100003345"	"N02"	"miR-200c"	"ABCB1"
"fentanyl"	"CID100003345"	"N02"	"miR-27a"	"ABCB1"
"fentanyl"	"CID100003345"	"N02"	"miR-451"	"ABCB1"
"fentanyl"	"CID100003345"	"N02"	"miR-331-5p"	"ABCB1"
"fentanyl"	"CID100003345"	"N02"	"miR-222"	"ABCB1"
"fentanyl"	"CID100003345"	"N02"	"miR-27b"	"CYP3A4"
"fentanyl"	"CID100003345"	"N02"	"miR-221"	"ABCB1"
"fexofenadine"	"CID100003348"	"R06"	"miR-27b"	"CYP3A4"
"fexofenadine"	"CID100003348"	"R06"	"miR-200c"	"ABCB1"
"fexofenadine"	"CID100003348"	"R06"	"miR-490-3p"	"SLCO2B1"
"fexofenadine"	"CID100003348"	"R06"	"miR-222"	"ABCB1"
"fexofenadine"	"CID100003348"	"R06"	"miR-331-5p"	"ABCB1"
"fexofenadine"	"CID100003348"	"R06"	"miR-27a"	"ABCB1"
"fexofenadine"	"CID100003348"	"R06"	"miR-451"	"ABCB1"
"fexofenadine"	"CID100003348"	"R06"	"miR-382"	"SLCO1A2"
"fexofenadine"	"CID100003348"	"R06"	"miR-221"	"ABCB1"
"flucloxacillin"	"CID100003364"	"J01"	"miR-199a-5p"	"ST6GAL1"
"flucloxacillin"	"CID100003364"	"J01"	"miR-125b"	"ST6GAL1"
"flucloxacillin"	"CID100003364"	"J01"	"miR-370"	"ST6GAL1"
"flucloxacillin"	"CID100003364"	"J01"	"miR-199b-5p"	"ST6GAL1"
"flucloxacillin"	"CID100003364"	"J01"	"miR-125a-5p"	"ST6GAL1"
"fluconazole"	"CID100003365"	"J02"	"miR-222"	"ABCB1"
"fluconazole"	"CID100003365"	"J02"	"miR-371-5p"	"UGT1A1"
"fluconazole"	"CID100003365"	"J02"	"miR-331-5p"	"ABCB1"
"fluconazole"	"CID100003365"	"J02"	"miR-371-5p"	"UGT1A9"
"fluconazole"	"CID100003365"	"J02"	"miR-371-5p"	"UGT1A7"
"fluconazole"	"CID100003365"	"J02"	"miR-200c"	"ABCB1"
"fluconazole"	"CID100003365"	"J02"	"miR-221"	"ABCB1"
"fluconazole"	"CID100003365"	"J02"	"miR-27a"	"ABCB1"
"fluconazole"	"CID100003365"	"J02"	"miR-451"	"ABCB1"
"fluconazole"	"CID100003365"	"J02"	"miR-27b"	"CYP3A4"
"fluconazole"	"CID100003365"	"D01"	"miR-222"	"ABCB1"
"fluconazole"	"CID100003365"	"D01"	"miR-371-5p"	"UGT1A1"
"fluconazole"	"CID100003365"	"D01"	"miR-331-5p"	"ABCB1"
"fluconazole"	"CID100003365"	"D01"	"miR-371-5p"	"UGT1A9"
"fluconazole"	"CID100003365"	"D01"	"miR-371-5p"	"UGT1A7"
"fluconazole"	"CID100003365"	"D01"	"miR-200c"	"ABCB1"
"fluconazole"	"CID100003365"	"D01"	"miR-221"	"ABCB1"
"fluconazole"	"CID100003365"	"D01"	"miR-27a"	"ABCB1"
"fluconazole"	"CID100003365"	"D01"	"miR-451"	"ABCB1"
"fluconazole"	"CID100003365"	"D01"	"miR-27b"	"CYP3A4"
"fludarabine"	"CID100003367"	"L01"	"let-7a"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-24"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-204"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-211"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-429"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-20a"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-15b"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-181b"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-125a-5p"	"BCL2"
"fludarabine"	"CID100003367"	"L01"	"miR-20a"	"SLC29A2"
